Critical Industry,Organisation size,Level of digital intensity,Cyber security role,Cyber security frameworks,Improper network segmentation,Inappropriate remote access,Absence of encryption,Number of users affected,Attack type,Attacker,Attack vector,Impact on data,Aspect of Confidentiality-Integrity-Availability triad affected,Attacker type
Yes,Medium,High,No,No,,,,Missing,Misuse of resources,External,Social engineering,Low,Confidentiality,Unknown
No,Large,High,No,No,,,,87400,,External,Social engineering,Medium,Confidentiality,Phisher
Yes,,Low,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Low,Confidentiality,Insider or Physical theft
No,Medium,Low-Medium,No,No,,,,Missing,Installed malware,External,Unknown website/web application attack,High,Confidentiality,Cybercriminal group
Yes,Large,Low,No,No,,,,Missing,,External,Unknown network attack,Low,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,No,No,Yes,13617,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Large,Low-Medium,No,No,No,Yes,No,1400000,Misuse of resources,External,Social engineering,Medium,Confidentiality,Phisher
Yes,,Low-Medium,Yes,No,,,,14000,Misuse of resources,External,Vendor vulnerability,Medium,Confidentiality,Script kiddie or Hacker
No,Large,Medium-High,No,No,Yes,No,Yes,Missing,Web compromise,External,Unknown network attack,High,Availability,Unknown
No,Large,Low-Medium,Yes,No,,,,80000,,External,Unknown network attack,Low,Confidentiality,Unknown
Yes,Medium,Low-Medium,No,No,Yes,No,Yes,Missing,Installed malware,External,Unknown network attack,High,Availability,Cybercriminal group
No,Large,Low-Medium,No,No,,,,Missing,Misuse of resources,External,Insufficient authentication validation,Medium,Confidentiality,Unknown
No,Large,Low-Medium,No,No,Yes,No,Yes,800000,,External,Insufficient input validation,Medium,Confidentiality,Unknown
No,Large,Low-Medium,Yes,No,No,No,No,800000,Misuse of resources,External,Insufficient input validation,Medium,Confidentiality,Unknown
Yes,Large,Low-Medium,Yes,No,No,No,No,15000,Misuse of resources,External,Social engineering,High,Confidentiality,Phisher
Yes,Large,Low-Medium,No,No,No,No,Yes,9986,Physical Theft,External,Physical device,Medium,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,No,No,Yes,8294,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
No,Large,Low-Medium,Yes,No,,,Yes,Missing,,External,,Medium,Confidentiality,Unknown
No,Large,Low-Medium,Yes,No,,No,,160000,Web compromise,External,Insufficient input validation,Medium,Confidentiality,Script kiddie or Hacker
No,Large,Low-Medium,No,No,No,No,Yes,98000,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Large,Low-Medium,No,No,,,,Missing,,External,Unknown network attack,Low,Confidentiality,Unknown
No,Large,Low-Medium,No,No,No,No,,8000,Physical Theft,External,Physical device,Low,Confidentiality,Insider or Physical theft
No,Large,Low-Medium,No,No,,No,,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Unknown
No,Large,Low-Medium,No,No,,,,63000,,External,,Medium,Confidentiality,Unknown
No,Large,Low-Medium,Yes,No,Yes,No,Yes,49000,,External,Unknown network attack,Medium,Confidentiality,Unknown
No,Medium,Low-Medium,Yes,No,Yes,,,Missing,Installed malware,External,,Medium,Confidentiality,Cybercriminal group
No,Large,Low-Medium,No,No,Yes,No,Yes,72000,Installed malware,External,Unknown device attack,Medium,Confidentiality,Cybercriminal group
No,Large,Low-Medium,No,No,No,No,No,10174,Physical Theft,External,Physical device,Medium,Confidentiality,Unknown
No,Large,Low-Medium,No,No,Yes,No,Yes,72000,Web compromise,External,Insufficient input validation,Medium,Confidentiality,Unknown
No,Large,Low-Medium,No,No,,No,,97000,,External,Unknown network attack,Medium,Confidentiality,Unknown
No,Large,Low-Medium,No,No,No,Yes,No,8500,Misuse of resources,External,Insufficient authentication validation,Medium,Confidentiality,Unknown
No,Large,Low-Medium,No,No,,,,Missing,,External,,Low,Confidentiality,Unknown
No,Large,Low-Medium,No,No,,,,309079,,External,,Medium,Confidentiality,Unknown
No,Large,Low-Medium,No,No,No,No,No,2000000,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
No,Large,Low-Medium,No,No,Yes,Yes,Yes,22396,Web compromise,External,Insufficient input validation,Medium,Confidentiality,Unknown
No,Large,Low-Medium,No,No,Yes,No,Yes,163000,,External,Unknown network attack,Medium,Confidentiality,Unknown
No,Large,Low-Medium,No,No,Yes,No,Yes,106884,,External,Unknown network attack,Medium,Confidentiality,Unknown
No,Large,Low-Medium,No,No,Yes,No,Yes,23246,,External,Unknown network attack,Medium,Confidentiality,Unknown
No,Large,Low-Medium,No,No,Yes,No,Yes,Missing,,External,Unknown network attack,Medium,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,No,No,Yes,9300,Physical Theft,External,Physical device,Low,Confidentiality,Insider or Physical theft
Yes,,Low-Medium,No,No,No,No,Yes,7693,Physical Theft,External,Physical device,Low,Confidentiality,Insider or Physical theft
No,Large,Low-Medium,No,No,Yes,Yes,Yes,197000,,External,Unknown network attack,Medium,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,No,No,Yes,2200000,Physical Theft,External,Physical device,Medium,Confidentiality,Unknown
No,Large,Low-Medium,No,No,No,No,No,Missing,Misuse of resources,External,Social engineering,High,Confidentiality,Phisher
No,Large,Low-Medium,No,No,,No,,75000,Installed malware,External,Unknown network attack,Medium,Confidentiality,Cybercriminal group
Yes,Large,Low-Medium,Yes,No,No,No,Yes,27000,,External,,High,Confidentiality,Unknown
No,Medium,Medium-High,No,No,Yes,No,Yes,Missing,Web compromise,External,Insufficient input validation,High,Confidentiality,Unknown
Yes,Large,Low,No,No,No,No,Yes,Missing,Installed malware,External,Insufficient input validation,High,Confidentiality,Cybercriminal group
Yes,Small,Low-Medium,No,No,,Yes,,Missing,Installed malware,External,Unknown network attack,High,Availability,Cybercriminal group
Yes,Large,Low-Medium,No,No,,,,279663,Installed malware,External,Unknown network attack,High,Availability,Cybercriminal group
Yes,Medium,High,No,No,No,No,No,Missing,Misuse of resources,External,Social engineering,High,Confidentiality,Phisher
Yes,Large,Medium-High,No,No,Yes,No,Yes,Missing,Installed malware,External,Physical device,Medium,Confidentiality,Cybercriminal group
Yes,Large,Medium-High,Yes,No,,,,36000,,External,Unknown network attack,Medium,Confidentiality,Unknown
Yes,Medium,Medium-High,Yes,No,Yes,No,Yes,Missing,Misuse of resources,External,Insufficient input validation,High,Confidentiality,Script kiddie or Hacker
Yes,Large,Medium-High,No,No,Yes,No,Yes,25000,,External,,Medium,Confidentiality,Unknown
Yes,Large,Medium-High,No,No,Yes,Yes,Yes,Missing,Installed malware,External,Vendor vulnerability,Medium,Confidentiality,Cybercriminal group
Yes,Large,Medium-High,Yes,No,Yes,No,Yes,800000,,External,Unknown network attack,Medium,Confidentiality,Unknown
No,Medium,High,No,No,Yes,No,Yes,Missing,Installed malware,External,Unknown device attack,High,Availability,Cybercriminal group
Yes,Large,Low-Medium,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,,Medium-High,No,No,Yes,Yes,Yes,280000,Misuse of resources,External,Insufficient authentication validation,Medium,Confidentiality,Unknown
Yes,,Low-Medium,No,No,Yes,,Yes,181604,Web compromise,External,Unknown network attack,High,Confidentiality,Script kiddie or Hacker
Yes,,High,No,No,No,,No,350000,Misuse of resources,External,Vendor vulnerability,Low,Confidentiality,Third-party
Yes,,Low-Medium,No,No,,Yes,Yes,882590,,External,Unknown network attack,Medium,Confidentiality,Unknown
Yes,Large,Low-Medium,Yes,No,No,No,Yes,Missing,Misuse of resources,External,Social engineering,Medium,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,No,No,No,15500,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,,Medium-High,No,No,,No,Yes,Missing,Web compromise,External,Unknown website/web application attack,High,Confidentiality,Unknown
Yes,,High,No,No,,No,Yes,Missing,Web compromise,External,Unknown website/web application attack,High,Confidentiality,Unknown
Yes,Medium,Low-Medium,No,No,No,Yes,No,Missing,Misuse of resources,External,Vendor vulnerability,Medium,Confidentiality,Third-party
No,Medium,Medium-High,No,No,Yes,No,Yes,Missing,Web compromise,External,Unknown network attack,High,Confidentiality,Unknown
Yes,Large,High,Yes,No,No,No,Yes,Missing,Misuse of resources,External,Social engineering,Medium,Confidentiality,Phisher
No,Large,Medium-High,No,No,No,No,Yes,Missing,Installed malware,External,Unknown network attack,High,Confidentiality,Cybercriminal group
Yes,Large,High,Yes,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Low,Confidentiality,Insider or Physical theft
Yes,Large,Low-Medium,Yes,No,No,No,No,Missing,Misuse of resources,External,Social engineering,Medium,Confidentiality,Phisher
Yes,Large,Low-Medium,No,No,No,No,Yes,14894,,External,Social engineering,Medium,Confidentiality,Phisher
No,Large,Low-Medium,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
No,,Low-Medium,No,No,Yes,No,Yes,55000,Installed malware,External,Unknown website/web application attack,Medium,Confidentiality,Cybercriminal group
No,Large,High,No,No,,No,Yes,1400000,Web compromise,External,Unknown website/web application attack,High,Confidentiality,Unknown
No,Large,Medium-High,No,No,,No,Yes,Missing,Web compromise,External,Vendor vulnerability,High,Confidentiality,Third-party
Yes,,Medium-High,No,No,Yes,No,Yes,934000,,External,Unknown network attack,Medium,Confidentiality,Unknown
Yes,Large,Low,No,No,,No,Yes,Missing,,External,Unknown network attack,High,Confidentiality,Unknown
No,Large,Low-Medium,No,No,,No,,176567,Installed malware,External,Unknown network attack,Medium,Confidentiality,Unknown
No,Large,Low-Medium,No,No,No,No,,17214,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Large,Low-Medium,No,No,Yes,No,Yes,Missing,,External,,High,Availability,Unknown
Yes,Small,Low-Medium,No,No,Yes,No,Yes,85995,,External,Unknown network attack,High,Confidentiality,Unknown
Yes,Large,High,No,No,Yes,No,Yes,171000000,Web compromise,External,Unknown network attack,High,Confidentiality,Script kiddie or Hacker
Yes,,Low-Medium,No,No,No,No,No,10000,Physical Theft,External,Physical device,High,Confidentiality,Insider or Physical theft
Yes,Large,High,No,No,Yes,No,Yes,2000000,,External,Unknown network attack,Medium,Confidentiality,Unknown
Yes,Medium,High,Yes,No,No,No,No,5600,Misuse of resources,External,Social engineering,Low,Confidentiality,Unknown
Yes,Large,Medium-High,No,No,Yes,,Yes,650000,,External,Insufficient authentication validation,Low,Confidentiality,Unknown
No,Medium,Medium-High,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,High,Confidentiality,Insider or Physical theft
Yes,,Medium-High,No,No,,,,Missing,Web compromise,External,Vendor vulnerability,High,Confidentiality,Unknown
Yes,Large,High,No,No,No,No,No,48000,Misuse of resources,Internal,Inappropriate use of privilege,High,Confidentiality,Unknown
Yes,Small,Low-Medium,No,No,Yes,,Yes,Missing,Installed malware,External,,High,Availability,Cybercriminal group
Yes,Large,Low-Medium,No,No,,,,Missing,Installed malware,External,Unknown network attack,High,Availability,Cybercriminal group
Yes,,High,No,No,,,,Missing,Misuse of resources,External,Insufficient authentication validation,Low,Confidentiality,Unknown
No,Large,Medium-High,No,No,,,,1270000,,External,,Low,Confidentiality,Unknown
No,,Medium-High,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
No,Large,Low-Medium,No,No,No,No,Yes,1193190,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Large,Low-Medium,No,No,Yes,No,Yes,80270,Misuse of resources,External,Social engineering,Low,Confidentiality,Phisher
No,Medium,Medium-High,No,No,Yes,No,Yes,8000000,,External,Social engineering,Low,Confidentiality,Unknown
No,Large,High,No,No,Yes,No,Yes,93000,,External,Unknown network attack,High,Confidentiality,Unknown
No,Large,Medium-High,No,No,Yes,No,Yes,43430316,,External,,Medium,Confidentiality,Unknown
Yes,,High,No,No,Yes,No,Yes,Missing,Misuse of resources,External,Social engineering,Medium,Confidentiality,Phisher
No,Large,High,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
No,Large,Low,Yes,No,,No,,Missing,Misuse of resources,External,Social engineering,High,Confidentiality,Unknown
Yes,Large,Low,No,No,,,,Missing,Installed malware,External,Unknown network attack,High,Confidentiality,Cybercriminal group
Yes,Large,Low-Medium,No,No,Yes,No,Yes,185000,,External,Vendor vulnerability,High,Confidentiality,Third-party
No,Large,Low-Medium,No,No,,,,Missing,,External,Unknown network attack,Low,Confidentiality,Unknown
Yes,Large,High,No,No,,,,20000,Misuse of resources,External,,High,Confidentiality,Unknown
No,Small,High,No,No,,,,Missing,Installed malware,External,Vendor vulnerability,High,Confidentiality,Cybercriminal group
No,Small,High,No,No,,,,Missing,,External,Unknown network attack,Medium,Confidentiality,Unknown
No,Large,Low,No,No,,,Yes,Missing,Installed malware,External,Unknown network attack,High,Confidentiality,Cybercriminal group
No,Large,Low,No,No,,,Yes,Missing,Misuse of resources,External,Vendor vulnerability,Medium,Confidentiality,Script kiddie or Hacker
Yes,Large,Low,No,No,,,Yes,Missing,,External,Unknown network attack,High,Confidentiality,Unknown
Yes,Large,Low,No,No,,,Yes,Missing,,External,Unknown network attack,High,Confidentiality,Unknown
Yes,,Medium-High,No,No,,,Yes,2200000,,External,Unknown network attack,Low,Confidentiality,Unknown
Yes,,Low-Medium,No,No,,,,300000,Installed malware,External,Unknown network attack,High,Availability,Cybercriminal group
Yes,Large,High,No,No,,,,245000,,External,Unknown network attack,High,Confidentiality,Unknown
No,Medium,Medium-High,No,No,,,,Missing,,External,Unknown network attack,Low,Confidentiality,Script kiddie or Hacker
Yes,Large,High,No,No,Yes,No,Yes,Missing,Misuse of resources,External,,High,Confidentiality,Script kiddie or Hacker
No,Large,Low,No,No,Yes,No,Yes,619000,,External,Social engineering,High,Confidentiality,Unknown
Yes,Large,High,Yes,No,,,,3000000000,,External,,Low,Confidentiality,Unknown
Yes,Large,High,Yes,No,Yes,,Yes,500000000,Misuse of resources,External,Social engineering,Low,Confidentiality,Phisher
Yes,,High,No,No,,,Yes,453491,Web compromise,External,Insufficient input validation,Low,Confidentiality,Unknown
No,Medium,Medium-High,No,No,,,Yes,44724,Web compromise,External,Unknown website/web application attack,High,Confidentiality,Unknown
Yes,Small,Low,No,No,,No,Yes,Missing,Installed malware,External,Insufficient authentication validation,High,Confidentiality,Cybercriminal group
No,,Low-Medium,No,No,No,No,Yes,65000,Physical Theft,External,Physical device,High,Confidentiality,Insider or Physical theft
Yes,Large,Low,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,High,Confidentiality,Insider or Physical theft
No,Large,Low-Medium,No,No,,No,,24000000,Web compromise,External,Unknown network attack,Medium,Confidentiality,Unknown
Yes,Medium,Low,No,No,,No,Yes,Missing,Installed malware,External,Unknown network attack,High,Confidentiality,Cybercriminal group
No,Large,Low-Medium,No,No,No,No,No,Missing,,External,Insufficient authentication validation,Low,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,,No,,Missing,Web compromise,External,Unknown website/web application attack,High,Confidentiality,Unknown
No,Large,High,No,No,,,,17000000,Misuse of resources,External,,High,Confidentiality,Unknown
No,Large,Medium-High,Yes,No,No,No,No,Missing,Web compromise,External,,High,Confidentiality,Unknown
Yes,Medium,Low-Medium,No,No,Yes,No,No,55447,Installed malware,External,,High,Availability,Cybercriminal group
No,Large,High,No,No,Yes,No,Yes,Missing,,External,,High,Confidentiality,Unknown
Yes,Small,Low-Medium,No,No,No,No,Yes,23000,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,,Low-Medium,No,No,No,No,No,2650000,,External,Vendor vulnerability,Medium,Confidentiality,Third-party
Yes,Large,Medium-High,No,No,Yes,No,Yes,34500,Web compromise,External,Unknown website/web application attack,High,Confidentiality,Unknown
No,,High,No,No,No,No,Yes,Missing,Installed malware,External,Vendor vulnerability,High,Confidentiality,Third-party
No,Large,Low-Medium,No,No,No,No,Yes,Missing,Installed malware,External,Unknown website/web application attack,High,Confidentiality,Script kiddie or Hacker
Yes,Large,Medium-High,No,No,Yes,No,Yes,160000,,External,,Medium,Confidentiality,Unknown
Yes,Large,High,No,No,Yes,,Yes,38000000,,External,Unknown network attack,High,Confidentiality,Unknown
No,,Medium-High,No,No,,Yes,Yes,3500000,,External,Unknown website/web application attack,Low,Confidentiality,Script kiddie or Hacker
Yes,Medium,Medium-High,No,No,,,,56000,,External,Unknown network attack,High,Confidentiality,Unknown
Yes,Medium,Low-Medium,No,No,Yes,No,Yes,151000,Installed malware,External,Social engineering,Medium,Confidentiality,Cybercriminal group
